2022-08-31 18:33:47.180470+00:00,1661970827.1804705,11283.14,11.038,1.054077,-0.014771,0.051636,-3.120422,-1.159668,1.235962,0.0,0.0,0.0
2022-08-31 18:33:47.200801+00:00,1661970827.2008007,11283.16,11.032,1.054932,-0.015259,0.056519,-3.128052,-1.220703,1.220703,0.0,0.0,0.0
2022-08-31 18:33:47.221008+00:00,1661970827.2210078,11283.18,11.05,1.053345,-0.015747,0.053345,-3.112793,-1.190186,1.251221,0.0,0.0,0.0
2022-08-31 18:33:47.241223+00:00,1661970827.2412226,11283.2,11.035,1.059937,-0.015747,0.054077,-3.112793,-1.197815,1.235962,0.0,0.0,0.0
2022-08-31 18:33:47.261403+00:00,1661970827.2614026,11283.22,11.02,1.054932,-0.013428,0.055786,-3.082275,-1.167297,1.167297,0.0,0.0,0.0
2022-08-31 18:33:47.281579+00:00,1661970827.281579,11283.24,11.017,1.05481,-0.014282,0.057861,-3.067017,-1.159668,1.312256,0.0,0.0,0.0
2022-08-31 18:33:47.301746+00:00,1661970827.3017464,11283.26,11.029,1.053955,-0.015625,0.052612,-3.143311,-1.197815,1.213074,0.0,0.0,0.0
2022-08-31 18:33:47.321915+00:00,1661970827.3219147,11283.28,11.044,1.053345,-0.015259,0.056152,-3.158569,-1.098633,1.182556,0.0,0.0,0.0
2022-08-31 18:33:47.342084+00:00,1661970827.3420842,11283.3,11.038,1.053833,-0.014771,0.055664,-3.097534,-1.197815,1.213074,0.0,0.0,0.0
2022-08-31 18:33:47.362248+00:00,1661970827.362248,11283.32,11.026,1.056763,-0.016724,0.051758,-3.105164,-1.13678,1.152039,0.0,0.0,0.0
2022-08-31 18:33:47.382411+00:00,1661970827.3824115,11283.34,11.041,1.053955,-0.012451,0.055298,-3.128052,-1.174927,1.190186,0.0,0.0,0.0
2022-08-31 18:33:47.402573+00:00,1661970827.4025729,11283.36,11.029,1.053955,-0.014404,0.057373,-3.135681,-1.159668,1.190186,0.0,0.0,0.0
2022-08-31 18:33:47.422736+00:00,1661970827.422736,11283.38,11.035,1.057373,-0.016357,0.05603,-3.105164,-1.182556,1.152039,0.0,0.0,0.0
2022-08-31 18:33:47.442899+00:00,1661970827.4428988,11283.4,11.05,1.058472,-0.015381,0.052856,-3.135681,-1.182556,1.174927,0.0,0.0,0.0
2022-08-31 18:33:47.463062+00:00,1661970827.463062,11283.42,11.026,1.052734,-0.015381,0.057495,-3.097534,-1.12915,1.174927,0.0,0.0,0.0
2022-08-31 18:33:47.483298+00:00,1661970827.483298,11283.44,11.029,1.05481,-0.011841,0.05835,-3.128052,-1.190186,1.197815,0.0,0.0,0.0
2022-08-31 18:33:47.509625+00:00,1661970827.5096254,11283.47,11.038,1.055908,-0.013672,0.054199,-3.173828,-1.13678,1.220703,0.0,0.0,0.0
2022-08-31 18:33:47.529922+00:00,1661970827.529922,11283.49,11.02,1.05542,-0.017944,0.057617,-3.089905,-1.174927,1.228333,0.0,0.0,0.0
2022-08-31 18:33:47.550070+00:00,1661970827.55007,11283.51,11.044,1.058105,-0.015991,0.053589,-3.15094,-1.197815,1.167297,0.0,0.0,0.0
